"file","OM","Ftrgt","Btrigger","HCR","TACconstr","BB","Blim","catch_long","catch_short","catch_medium","catch_median_long","catch_median_short","catch_median_medium","risk1_full","risk1_long","risk1_short","risk1_medium","risk3_long","risk3_short","risk3_medium","iav_long","iav_short","iav_medium","ssb_median_long","ssb_median_short","ssb_median_medium","recovery_proportion","recovery_time","conv_failed","F_maxed","F0","fbar_median_long","fbar_median_short","fbar_median_medium","slope_long","slope_medium","slope_short","HPC"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-120000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.41,120000,"A",FALSE,FALSE,107000,54744.9771,49019.4928,55048.7558,53548,44834.5,53608.5,0.11815,0.1161,0.1272,0.1132,0.139,0.185,0.125,0.141778119595381,0.184378179281238,0.180416346404271,146382.430768434,141982.255894564,147266.315502733,0.951,3.5,0,0,NA,0.407433102339425,0.362447753752955,0.411676650376113,0.2113,0.187,0.477,"POD"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.41,130000,"A",FALSE,FALSE,107000,54760.564,48847.7382,55012.857,54034,44614,53953,0.1061,0.1054,0.1092,0.1044,0.13,0.185,0.114,0.15132098754836,0.23066267103924,0.189824626692469,148036.966805534,145711.452612204,148022.876732945,0.966,3,0,0,NA,0.403644206505591,0.350987260159223,0.409777582554694,0.2929,0.2558,0.5332,"POD"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.41,140000,"A",FALSE,FALSE,107000,54778.9668,48662.6698,54921.4978,54553.5,44293,54416.5,0.09305,0.0918,0.0936,0.095,0.11,0.185,0.105,0.161628307845034,0.256441902615548,0.201182100555113,150350.391787915,149545.772746946,149581.203266282,0.978,3,0,0,NA,0.3992423660683,0.338034026397899,0.405565814212611,0.3715,0.339,0.58,"POD"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.41,150000,"A",FALSE,FALSE,107000,54800.661,48472.5542,54766.6272,54865,43738,54614,0.08055,0.0791,0.0816,0.0824,0.088,0.185,0.094,0.173017074559604,0.274966206880746,0.214106319404025,152840.87512463,153029.231662234,151722.633429568,0.982,3,0,0,NA,0.394292267129028,0.326854165629592,0.400441671719731,0.4518,0.4258,0.6108,"POD"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.41,160000,"A",FALSE,FALSE,107000,54818.1343,48274.0854,54571.8298,54638,43083.5,54463.5,0.0686,0.065,0.0736,0.0708,0.073,0.185,0.084,0.184230271266565,0.295485765585577,0.22757739519683,155658.972278917,156324.093639162,154072.758228543,0.989,3,0,0,NA,0.388008846287047,0.315583142354354,0.393746533217839,0.5245,0.5108,0.641,"POD"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.41,170000,"A",FALSE,FALSE,107000,54825.0822,48059.7992,54364.2736,54099,42404,53772.5,0.05815,0.0548,0.0644,0.0586,0.063,0.185,0.074,0.194790368526562,0.314690027903904,0.240460956416558,158741.439319707,159442.461674031,156989.151236763,0.992,2,0,0,NA,0.381228158651854,0.304136051707528,0.384336710669157,0.5894,0.5784,0.672,"POD"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.41,180000,"A",FALSE,FALSE,107000,54817.2026,47833.0484,54145.2872,53511,41599,52998.5,0.0497,0.044,0.0616,0.0492,0.053,0.185,0.066,0.203965920451641,0.336596626699845,0.252101640373929,161853.192897044,162036.693159152,159582.454804437,0.995,2,0,0,FALSE,0.373213270748115,0.292678349403473,0.375225009446538,0.6539,0.6528,0.7052,"UEA"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.41,180000,"A",TRUE,TRUE,107000,54801.79275,46971.58834,55483.9143,52568.7,41370,52481,0.0493,0.0444,0.062,0.0464,0.052,0.185,0.061,0.264493965813838,0.390280251232483,0.300299078898496,161622.924080272,161238.437927166,160848.394497398,0.995,2,0,0,FALSE,0.363789865842868,0.2876350551284,0.371699974327887,0.6522,0.6586,0.7004,"UEA"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.41,190000,"A",FALSE,FALSE,107000,54791.1009,47569.4268,53940.4414,52836.5,40860.5,52120.5,0.04275,0.0361,0.0582,0.0406,0.044,0.185,0.054,0.212901763237205,0.354650871723726,0.262459309444399,165155.609341909,164758.283374486,162708.04458229,0.996,2,0,0,FALSE,0.364671990831539,0.282720107295452,0.365546648248414,0.7102,0.7142,0.7338,"UEA"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.41,190000,"A",TRUE,TRUE,107000,54776.97098,46756.92168,55149.76036,52531.05,40737.5,52337.55,0.04285,0.0365,0.0584,0.04,0.045,0.185,0.05,0.26227574677997,0.404459094639244,0.300436256363086,165185.843875885,163918.275928477,163550.083001631,0.996,2,0,0,FALSE,0.357065452239332,0.279578944949316,0.362277994372526,0.7064,0.7162,0.7312,"UEA"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.41,210000,"A",FALSE,FALSE,107000,54696.3901,46952.5788,53565.6256,52007,40005.5,50893,0.03125,0.0225,0.0528,0.0272,0.03,0.185,0.038,0.223413710401334,0.396456648399992,0.278045985699305,172071.737576028,169645.012883746,169220.880673835,0.998,2,0,0,NA,0.346349598797212,0.264116680023236,0.346105295656857,0.8036,0.802,0.7848,"POD"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.41,210000,"A",TRUE,TRUE,107000,54675.96663,46230.56972,54587.90948,51829,39869.5,51203.8,0.0316,0.023,0.0532,0.0272,0.029,0.185,0.037,0.253044882687921,0.433916160428913,0.297571203381272,172178.995221353,168825.630627698,169704.515531041,0.998,2,0,0,FALSE,0.342582058134555,0.262730522900326,0.343804207956685,0.8003,0.8068,0.7844,"UEA"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","cod4",0.41,2e+05,"A",FALSE,FALSE,107000,54753.7525,47268.8482,53747.8288,52371.5,40392.5,51341,0.03625,0.0278,0.0554,0.034,0.036,0.185,0.044,0.217925498817594,0.376722900811175,0.270992215012054,168720.465755139,167368.914487579,165760.935911393,0.997,2,0,0,NA,0.354886631188001,0.273287118170656,0.355626072088103,0.759,0.7604,0.7604,"POD"
"cod4_HCR-A_Ftrgt-0.41_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","cod4",0.41,2e+05,"A",TRUE,TRUE,107000,54740.31276,46500.95964,54853.64136,52207.5,40177,51934.5,0.03675,0.0289,0.056,0.0332,0.035,0.185,0.042,0.257723012651146,0.41714475044531,0.297931403031041,168646.967315134,166596.978352748,166847.761661903,0.997,2,0,0,FALSE,0.350698003864428,0.270455761347957,0.353790838198005,0.7583,0.7666,0.7588,"UEA"
"cod4_HCR-A_Ftrgt-0.418_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.418,170000,"A",FALSE,FALSE,107000,54847.6762,48473.4756,54268.5628,53922.5,42633.5,53503.5,0.0644,0.0606,0.068,0.0684,0.07,0.185,0.083,0.201564372652366,0.312858259235354,0.24886378434138,156605.602525213,158049.89719392,154419.40014122,0.99,2,0,0,FALSE,0.385227499161584,0.309120482028464,0.388528794138477,0.6113,0.6078,0.6878,"UEA"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,110000,"A",FALSE,FALSE,107000,54716.5577,49758.5542,54937.3464,53258.5,46209,53260.5,0.1511,0.1517,0.159,0.142,0.165,0.191,0.148,0.138910954860953,0.135380150024501,0.179044523896001,141638.840079659,137800.810393849,142376.628871867,0.929,4,0,0,NA,0.418678773966388,0.381441914689357,0.421913550592436,0.1659,0.1494,0.2042,"POD"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-120000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,120000,"A",FALSE,FALSE,107000,54733.6069,49563.8242,54971.0502,53672,45219.5,53678.5,0.1359,0.137,0.1374,0.1322,0.15,0.185,0.14,0.147041694517513,0.170341856913826,0.188223102799361,143049.460052446,140303.4612002,143522.291362844,0.938,4,0,0,NA,0.416426064696613,0.371742601216547,0.420739136649637,0.2418,0.2154,0.492,"POD"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,130000,"A",FALSE,FALSE,107000,54756.0974,49386.3108,54920.5598,54240.5,45014,54111.5,0.12035,0.1225,0.1152,0.1212,0.138,0.185,0.13,0.15828685212426,0.219081800125538,0.198442405538503,145048.515524535,143697.52907535,144467.135183993,0.96,3,0,0,NA,0.411975200041551,0.359409492833133,0.417977861680119,0.3254,0.2914,0.5452,"POD"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,140000,"A",FALSE,FALSE,107000,54787.207,49196.6706,54809.36,54704.5,44522,54521.5,0.10545,0.1055,0.099,0.1118,0.121,0.185,0.123,0.169283672550173,0.25352387167762,0.210886483296735,147311.774035504,147688.60788265,146416.329505898,0.973,3,0,0,NA,0.407006778752613,0.345725271403148,0.413291921380256,0.4052,0.3774,0.5914,"POD"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,150000,"A",FALSE,FALSE,107000,54818.7089,48999.771,54643.4082,54831,43932,54545.5,0.0924,0.093,0.0868,0.0968,0.102,0.185,0.11,0.180647934317688,0.27515080535911,0.224344973226828,150084.747486756,151342.484722495,148502.04360349,0.981,3,0,0,NA,0.400976199513877,0.333963775234445,0.407544341352082,0.4829,0.467,0.6258,"POD"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,160000,"A",FALSE,FALSE,107000,54844.0409,48793.935,54448.183,54494.5,43363.5,54143.5,0.07835,0.0771,0.0766,0.0826,0.085,0.185,0.098,0.192712561518069,0.293727273223584,0.238070106810745,152909.344154708,154653.18964104,151079.559698264,0.989,3,0,0,NA,0.394558282006569,0.322321862385897,0.399037722753745,0.5528,0.5432,0.656,"POD"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,170000,"A",FALSE,FALSE,107000,54853.1559,48571.1984,54246.607,53881,42672.5,53422.5,0.06595,0.0621,0.0694,0.0702,0.072,0.185,0.086,0.203091118011546,0.312303543498476,0.250936220737427,156072.573236767,157684.638420194,153822.193229645,0.99,2,0,0,NA,0.386369719721459,0.31013970397326,0.389816366517892,0.6171,0.6164,0.691,"POD"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,180000,"A",FALSE,FALSE,107000,54849.5609,48336.3902,54034.0522,53206,41747.5,52636,0.05555,0.0514,0.0626,0.0568,0.058,0.185,0.076,0.213945187828925,0.332682438982443,0.262362271360846,159292.78521616,160382.00588353,156436.543350649,0.995,2,0,0,FALSE,0.378220020104991,0.29837925687388,0.379010853339816,0.6788,0.6824,0.7192,"UEA"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,190000,"A",FALSE,FALSE,107000,54826.1127,48066.2572,53836.1684,52633,41194.5,51786,0.0471,0.0413,0.0592,0.0466,0.05,0.185,0.061,0.220039300323361,0.349678559765044,0.272425184474081,162603.136659577,163296.381776055,159372.698307574,0.995,2,0,0,FALSE,0.368255374661439,0.287730699302327,0.368352182852495,0.7321,0.7368,0.7466,"UEA"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.42,190000,"A",TRUE,TRUE,107000,54815.28061,47270.4481,55005.40128,52478.25,40940,52127,0.0482,0.0431,0.0596,0.047,0.051,0.185,0.059,0.265637224372537,0.399524192579223,0.306131158602605,162648.25541599,162601.381666692,160688.503040098,0.996,2,0,0,FALSE,0.362231379015719,0.285032729117605,0.366533775567891,0.7312,0.7414,0.7434,"UEA"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,210000,"A",FALSE,FALSE,107000,54733.2245,47442.0834,53486.5616,51814.5,40208,50684,0.0347,0.0264,0.0536,0.0324,0.032,0.185,0.043,0.229485868034582,0.39314257150945,0.2871808729568,169773.794081269,168263.237853389,166431.833356359,0.998,2,0,0,NA,0.3500942254726,0.268882164881341,0.34913757677912,0.8202,0.82,0.797,"POD"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.42,210000,"A",TRUE,TRUE,107000,54709.32385,46726.12666,54488.60776,51815,40024.5,50946.95,0.0351,0.027,0.054,0.0324,0.034,0.185,0.042,0.257575470907275,0.42406901437317,0.302985527633071,169707.900807589,167674.939755649,166990.643031417,0.998,2,0,0,FALSE,0.346450087042262,0.267044902741809,0.347817481333029,0.8173,0.8232,0.7948,"UEA"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","cod4",0.42,2e+05,"A",FALSE,FALSE,107000,54789.897,47763.6528,53655.0118,52251.5,40624.5,51036,0.0406,0.0332,0.0564,0.0396,0.041,0.185,0.052,0.225813865719299,0.373032962112946,0.280697919954175,166214.420532774,165924.394923039,162945.967177136,0.997,2,0,0,NA,0.359291248410161,0.277977330849876,0.358805002163174,0.7805,0.7814,0.7704,"POD"
"cod4_HCR-A_Ftrgt-0.42_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","cod4",0.42,2e+05,"A",TRUE,TRUE,107000,54771.7382,47013.6767,54737.81208,52077,40339,51524.4,0.0419,0.0347,0.0574,0.0408,0.043,0.185,0.052,0.260628036539153,0.409170955349507,0.304644209749308,166050.353858882,165303.764305557,163762.768038922,0.997,2,0,0,FALSE,0.35493110683641,0.275301302419233,0.35695600884706,0.7778,0.7864,0.7686,"UEA"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,110000,"A",FALSE,FALSE,107000,54692.6415,50290.9314,54849.3682,53336,47064.5,53243,0.1708,0.1731,0.1722,0.1648,0.183,0.199,0.174,0.144029478896722,0.120716951260884,0.186521117762014,138431.631076035,136008.851653838,138880.596588408,0.916,4,0,0,NA,0.428235127538581,0.391308957569663,0.430680927526038,0.191,0.1714,0.2158,"POD"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-120000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,120000,"A",FALSE,FALSE,107000,54714.4224,50086.4816,54874.5458,53804.5,45755.5,53808.5,0.15385,0.1567,0.1484,0.1536,0.17,0.185,0.163,0.15353346127195,0.156196991971051,0.196565314686505,139887.558661582,138619.357241149,139880.546546361,0.926,4,0,0,NA,0.42457826902132,0.381050592705293,0.429396802033769,0.2738,0.2456,0.5036,"POD"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,130000,"A",FALSE,FALSE,107000,54749.1868,49903.0726,54809.3846,54406,45304.5,54269,0.1352,0.1392,0.1216,0.1408,0.15,0.185,0.153,0.165718077278695,0.206132911153832,0.207873107606034,141967.070023041,142096.048008103,141313.150953065,0.949,3,0,0,NA,0.419823212550356,0.367904640262471,0.425900408530109,0.3557,0.3248,0.5588,"POD"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,140000,"A",FALSE,FALSE,107000,54791.144,49707.3158,54684.1738,54778.5,44678,54569,0.1193,0.1217,0.1062,0.1276,0.133,0.185,0.14,0.17731078995868,0.247870255192431,0.220955670755539,144554.951955534,145967.445973858,143369.21049277,0.966,3,0,0,NA,0.413861665122222,0.353335905891642,0.420848473135605,0.4368,0.4174,0.604,"POD"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,150000,"A",FALSE,FALSE,107000,54832.1042,49504.968,54509.4752,54735.5,44276.5,54352.5,0.1038,0.1048,0.0918,0.1138,0.115,0.185,0.129,0.188532812693725,0.27309171336281,0.235018038151754,147234.636643015,149773.657578471,145573.443751967,0.977,3,0,0,NA,0.407117371527968,0.341077651207594,0.414172666615146,0.5105,0.5032,0.64,"POD"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,160000,"A",FALSE,FALSE,107000,54863.6705,49289.1246,54321.1308,54321.5,43557,53777,0.0897,0.0901,0.0802,0.0984,0.097,0.185,0.116,0.20110960634367,0.291545587765143,0.248655030481706,150246.087366132,153102.012920801,148290.49971431,0.984,3,0,0,NA,0.400190657768674,0.327880250914031,0.404223695871097,0.5793,0.5738,0.675,"POD"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,170000,"A",FALSE,FALSE,107000,54876.8582,49056.8184,54126.8914,53657.5,42927.5,52853.5,0.07535,0.0734,0.0718,0.0828,0.081,0.185,0.099,0.212284882532892,0.309649061806822,0.261450768097219,153350.778505217,156286.370140882,150913.668219932,0.989,2,0,0,NA,0.391278210470528,0.316282289813923,0.394215355104255,0.6428,0.6454,0.7042,"POD"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,180000,"A",FALSE,FALSE,107000,54875.4175,48806.0036,53929.6634,52993,42154,52056.5,0.0632,0.06,0.0644,0.0684,0.069,0.185,0.089,0.221171751162098,0.330717475216715,0.272852703082921,156813.999440324,158997.354261431,153840.354251771,0.993,2,0,0,NA,0.381947067780723,0.303857747178529,0.384052909855596,0.6974,0.7074,0.7316,"POD"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,190000,"A",FALSE,FALSE,107000,54855.3015,48542.3606,53730.3342,52475,41460,51491,0.0526,0.0472,0.061,0.055,0.057,0.185,0.076,0.227050958289399,0.349415747746293,0.282334993903214,160231.317631528,161814.430037845,156816.906170899,0.995,2,0,0,FALSE,0.372168984252635,0.292729747970524,0.372194247855145,0.7514,0.7606,0.757,"UEA"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.43,190000,"A",TRUE,TRUE,107000,54849.10263,47770.36654,54858.17464,52308.5,41259.5,51981.5,0.05375,0.049,0.0616,0.0554,0.061,0.185,0.073,0.268284860694782,0.394488231924115,0.310077921009828,160213.154225861,161156.680237772,157725.563362579,0.994,2,0,0,FALSE,0.367349203161796,0.290377313184303,0.370211154222506,0.7506,0.764,0.7568,"UEA"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,210000,"A",FALSE,FALSE,107000,54764.6663,47910.5916,53408.4262,51750,40391,50457,0.0394,0.0311,0.0558,0.0396,0.038,0.185,0.052,0.235903080045024,0.388359267529663,0.29626709565316,167392.893074001,166959.607843855,163558.302490225,0.997,2,0,0,NA,0.353310152073112,0.273591052822096,0.351830190031565,0.834,0.839,0.8084,"POD"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.43,210000,"A",TRUE,TRUE,107000,54731.30275,47230.51936,54371.4631,51669.15,40198.5,50742.5,0.04005,0.032,0.0562,0.04,0.04,0.185,0.055,0.262062899158919,0.419692445866529,0.308950222900027,167170.383366255,166459.30675473,164227.939912835,0.997,2,0,0,FALSE,0.35087933610658,0.272171238136056,0.352353905155005,0.8323,0.8394,0.8072,"UEA"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","cod4",0.43,2e+05,"A",FALSE,FALSE,107000,54819.6677,48235.5404,53564.1954,52086,40835,50890,0.04605,0.0395,0.0584,0.0468,0.049,0.185,0.062,0.232318515253752,0.368024320687879,0.290271157177922,163802.581954222,164642.678552205,160429.820104154,0.996,2,0,0,NA,0.362649232720315,0.282283781720222,0.361793814427993,0.7973,0.7974,0.7818,"POD"
"cod4_HCR-A_Ftrgt-0.43_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","cod4",0.43,2e+05,"A",TRUE,TRUE,107000,54796.86251,47506.78698,54613.4872,52050,40685,51149,0.0461,0.0401,0.0586,0.0456,0.05,0.185,0.06,0.264705313838557,0.405772602348497,0.309981891400674,163571.572324432,163892.476237598,161027.3582082,0.996,2,0,0,FALSE,0.359032402654034,0.280746908375955,0.359871172318256,0.7939,0.8044,0.7802,"UEA"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,110000,"A",FALSE,FALSE,107000,54660.3239,50801.1222,54746.9554,53374,47929.5,53272.5,0.1919,0.1942,0.1872,0.192,0.206,0.21,0.203,0.148994023677896,0.107391910739191,0.194560778748286,135170.002312676,134431.693475458,135246.056803948,0.904,4,0,0,NA,0.437313822291699,0.401448617792619,0.440162431794678,0.2178,0.1978,0.2264,"POD"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-120000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,120000,"A",FALSE,FALSE,107000,54690.9865,50586.6006,54762.5198,53947.5,46336.5,53887,0.17235,0.1766,0.1586,0.1776,0.193,0.186,0.193,0.160388802125245,0.142104643642937,0.205616831564493,136851.556413067,136824.68487202,136837.993735802,0.919,4,0,0,NA,0.432252818695527,0.390484144576303,0.437482930778404,0.304,0.2778,0.5162,"POD"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,130000,"A",FALSE,FALSE,107000,54738.411,50398.4204,54683.4458,54517.5,45534.5,54394,0.1528,0.1585,0.1316,0.1626,0.173,0.185,0.176,0.1724936568254,0.192704210486637,0.217824869524079,139151.08081312,140291.724199286,138339.758036691,0.937,3,0,0,NA,0.427314134716144,0.37585477023785,0.433610370286932,0.3874,0.3658,0.5708,"POD"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,140000,"A",FALSE,FALSE,107000,54791.5536,50197.0834,54545.5706,54838,44836.5,54547.5,0.13285,0.1369,0.111,0.1466,0.15,0.185,0.16,0.185364979701506,0.236269742545893,0.231539595154472,141891.52926096,144214.766079142,140602.891182626,0.962,3,0,0,NA,0.420529556501133,0.360649925008333,0.428159872509859,0.4652,0.4544,0.6198,"POD"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,150000,"A",FALSE,FALSE,107000,54840.6762,49985.742,54373.7334,54621.5,44474,54170.5,0.11585,0.1186,0.097,0.1292,0.129,0.185,0.152,0.198534744352009,0.270942463978869,0.24579666235591,144653.855253466,148198.853451857,142674.907753802,0.974,3,0,0,NA,0.413809965428138,0.34745805848787,0.419035846598526,0.5386,0.5306,0.6576,"POD"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,160000,"A",FALSE,FALSE,107000,54876.4075,49759.8284,54192.6774,54069.5,43861,53310.5,0.1,0.1021,0.0838,0.112,0.113,0.185,0.136,0.20989146885843,0.289554839083338,0.259460362623745,147778.915538372,151647.262158104,145305.106369242,0.981,3,0,0,NA,0.40574752503872,0.333998384316324,0.409376910143758,0.6042,0.6038,0.693,"POD"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,170000,"A",FALSE,FALSE,107000,54894.306,49520.9156,54005.1502,53362.5,43176.5,52553.5,0.08535,0.0843,0.0762,0.0966,0.092,0.185,0.122,0.220719517587486,0.306364472313235,0.272008252163338,151082.473650918,154737.574736607,148233.016682449,0.989,3,0,0,NA,0.396252682053752,0.321821616574303,0.398622954589834,0.6657,0.673,0.7186,"POD"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,180000,"A",FALSE,FALSE,107000,54896.4457,49265.7506,53815.0316,52779,42531.5,51708.5,0.07135,0.0694,0.0672,0.0794,0.077,0.185,0.1,0.229780878649049,0.326139955525172,0.28311315955646,154503.901808499,157662.095061484,151131.919593074,0.991,2,0,0,NA,0.386128517457802,0.309233440503106,0.387074036689665,0.7196,0.7326,0.7448,"POD"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,190000,"A",FALSE,FALSE,107000,54876.8882,48997.9416,53628.3836,52283.5,41715,51364.5,0.0599,0.0559,0.0626,0.0652,0.065,0.185,0.083,0.234339870677149,0.344794797226348,0.292166267959469,157923.805707442,160329.833885477,154482.660331138,0.995,2,0,0,FALSE,0.375947709542963,0.297278068163896,0.376028928707982,0.7707,0.7796,0.7688,"UEA"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.44,190000,"A",TRUE,TRUE,107000,54864.5905,48243.26296,54740.24966,52219.5,41493,51576.5,0.06,0.056,0.0634,0.0646,0.067,0.185,0.085,0.272439814920644,0.388103081581268,0.316754294218061,157887.366507175,159819.386345857,155266.942551147,0.994,2,0,0,NA,0.371584325101261,0.295221294696493,0.373690349966106,0.7673,0.784,0.7676,"UEA"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,210000,"A",FALSE,FALSE,107000,54789.8798,48357.7538,53331.7636,51672,40581,50299.5,0.0438,0.0363,0.0566,0.046,0.044,0.185,0.068,0.243082399784356,0.381370167990273,0.30511603118055,165144.905381806,165692.028887268,160999.679905927,0.997,2,0,0,NA,0.356978123193944,0.277802374137751,0.35518754562269,0.8488,0.8534,0.8166,"POD"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.44,210000,"A",TRUE,TRUE,107000,54762.1797,47701.03872,54252.86472,51544,40481.5,50566.65,0.04435,0.0382,0.0568,0.0442,0.046,0.185,0.06,0.264743239361672,0.412345623333815,0.315536242565194,164870.322255835,165141.028413073,161705.551326347,0.996,2,0,0,FALSE,0.35567574165939,0.276328471560818,0.356225649781137,0.8467,0.8576,0.8158,"UEA"
"cod4_HCR-A_Ftrgt-0.44_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","cod4",0.44,2e+05,"A",FALSE,FALSE,107000,54841.5536,48686.3388,53477.5114,51870,41120,50718,0.05095,0.0448,0.0596,0.0546,0.057,0.185,0.074,0.239127268969584,0.364087523074151,0.299745197325902,161677.26444974,163303.986781841,157612.426651674,0.996,2,0,0,NA,0.36638336378706,0.287251435968426,0.364836874598785,0.8107,0.8184,0.7928,"POD"
